merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_01c9bbb88e,307,entertainment,42.606,-73.724
M_ID_01c9f52c0c,363,hotel,42.252,-71.852
M_ID_01cab48fa6,307,entertainment,41.795,-72.696
M_ID_01cb16f246,661,internet,41.669,-73.885
M_ID_01cc68798d,119,insurance,42.233,-71.837
M_ID_01cd44c759,307,entertainment,42.246,-71.804
M_ID_01cf974060,422,consumer electronics,41.704,-73.927
M_ID_01cfd8bbfd,528,tobacco,44.358,-75.012
M_ID_01d10892f1,580,internet,41.775,-72.712
M_ID_01d217e599,531,consumer electronics,41.793,-72.694
M_ID_01d38f8a95,278,restaurant/dining,42.245,-71.8
M_ID_01d46c528b,529,health care services,43.247,-71.563
M_ID_01d4738f05,774,retail apparel,40.447,-80.038
M_ID_01d4bbcd10,278,restaurant/dining,42.305,-71.768
M_ID_01d7abd691,63,consumer electronics,40.475,-79.998
M_ID_01d88e4e08,299,luxury goods,41.741,-72.719
M_ID_01d9a70496,367,carpentry,45.028,-69.235
M_ID_01d9aef2ed,755,internet,42.687,-73.788
M_ID_01da19dce5,605,news & journalism,40.448,-79.956
M_ID_01da404a22,278,restaurant/dining,42.639,-73.747
M_ID_01db1e0daa,703,retail apparel,42.646,-73.782
M_ID_01dbb7b3bd,278,groceries,41.691,-73.886
M_ID_01dbf95899,130,luxury goods,40.472,-79.976
M_ID_01dc5129e9,560,gas,41.76,-72.693
M_ID_01dd8ba4ca,195,gas,43.212,-75.306
M_ID_01de3ffdc8,68,consumer electronics,41.809,-72.631
M_ID_01dfadfac1,307,entertainment,41.778,-72.634
M_ID_01e1a25ea7,298,insurance,42.599,-73.774
M_ID_01e1f33723,340,real estate services,41.733,-72.709
M_ID_01e2cc762e,360,gas,41.759,-72.67
M_ID_01e368d9ca,401,luxury goods,43.16,-74.198
M_ID_01e3a66714,289,consumer electronics,42.243,-74.798
M_ID_01e47e1766,222,beauty & personal care,40.478,-80.044
M_ID_01e6199b56,842,gas,40.479,-80.043
M_ID_01e6936a8f,889,consumer electronics,42.598,-73.754
M_ID_01e6e6f39d,298,insurance,41.708,-73.958
M_ID_01e853b4d4,309,beauty & personal care,42.633,-73.791
M_ID_01e95f6d21,119,insurance,41.729,-73.905
M_ID_01e96d2e9f,63,consumer electronics,41.767,-72.658
M_ID_01e9a228ec,179,internet,43.239,-71.509
M_ID_01eba1b4a7,333,insurance,41.987,-77.31
M_ID_01ed4bdfd3,278,restaurant/dining,43.202,-71.533
M_ID_01ed50bb1a,180,health care services,42.253,-71.811
M_ID_01ee8fa351,504,tobacco,44.722,-72.387
M_ID_01ef312f6c,705,groceries,42.291,-71.767
M_ID_01f0db93fc,580,internet,41.705,-73.935
M_ID_01f0fedaab,222,beauty & personal care,41.669,-73.933
M_ID_01f30d3126,111,real estate investments,40.396,-79.988
M_ID_01f3167547,401,luxury goods,42.619,-73.8
M_ID_01f3fd7220,130,luxury goods,42.67,-73.74
M_ID_01f431a803,367,carpentry,41.778,-72.718
M_ID_01f44c1d02,87,consumer electronics,41.659,-73.895
M_ID_01f4e277b0,299,luxury goods,41.532,-72.844
M_ID_01f531a4dc,683,gas,40.446,-79.964
M_ID_01f5701acc,299,luxury goods,42.667,-73.749
M_ID_01f5a2705b,80,restaurant/dining,42.276,-71.83
M_ID_01f76e1027,307,entertainment,41.799,-72.697
M_ID_01fbfaa5d4,416,internet,41.785,-72.657
M_ID_01fc1af93b,514,real estate services,43.251,-71.512
M_ID_01fca4e080,179,internet,43.16,-71.565
M_ID_01ff0079ae,80,restaurant/dining,41.755,-72.647
M_ID_01ffbda5dd,755,internet,42.263,-71.851
M_ID_0201d01ace,796,insurance,41.731,-72.689
M_ID_020290b12b,80,restaurant/dining,41.793,-75.894
M_ID_0202f614e6,705,groceries,42.665,-73.746
M_ID_02034192a5,591,gym,41.801,-72.636
M_ID_02038c8442,705,hotel,42.656,-73.76
M_ID_02040115cd,298,insurance,41.73,-73.966
M_ID_0205533647,119,insurance,41.708,-73.919
M_ID_020622e1c2,259,flights,40.449,-79.983
M_ID_02064d4576,80,restaurant/dining,40.444,-79.98
M_ID_020669c63a,278,restaurant/dining,40.392,-80.031
M_ID_02068841df,40,beauty & personal care,42.671,-73.78
M_ID_0206ce2fe8,289,consumer electronics,40.449,-80.024
M_ID_02089c33b9,511,gym,42.291,-71.764
M_ID_0208d64426,695,gas,40.426,-80.017
M_ID_020a0475e7,360,gas,41.787,-72.63
M_ID_020d76ecc9,307,entertainment,41.702,-73.919
M_ID_020d95f8fd,222,beauty & personal care,40.447,-80.032
M_ID_020fa7b63a,126,consumer electronics,40.419,-79.997
M_ID_02119cc2c6,884,consumer electronics,41.653,-73.923
M_ID_0211cb6d55,171,gas,43.238,-71.536
M_ID_021414dbcd,457,luxury goods,41.729,-73.931
M_ID_0214e5c965,299,luxury goods,41.663,-73.955
M_ID_0216535127,489,carpentry,43.229,-71.513
M_ID_0217620bdb,80,restaurant/dining,42.235,-71.772
M_ID_021774473c,206,retail apparel,41.042,-77.939
M_ID_021a1dbd5c,130,luxury goods,43.242,-71.498
M_ID_021acbae78,307,entertainment,41.665,-73.93
M_ID_021b12b2aa,560,gas,41.774,-72.681
M_ID_021b1d129d,818,semiconductors,43.181,-71.528
M_ID_021b34474e,651,news & journalism,42.217,-71.79
M_ID_021bbac475,130,luxury goods,43.226,-71.557
M_ID_021bfcc0cf,206,beauty & personal care,41.693,-73.959
M_ID_021c3c31e2,278,retail apparel,43.251,-71.578
M_ID_021c4ff068,813,groceries,41.724,-72.719
M_ID_021d3e87f5,419,biotechnology,42.652,-73.715
M_ID_021e04ed15,278,restaurant/dining,41.733,-72.647
M_ID_021eae0125,68,consumer electronics,43.249,-71.586
M_ID_021ef7bfed,68,consumer electronics,41.659,-73.946
M_ID_021f24b86e,40,beauty & personal care,42.223,-71.771
M_ID_02205a3f4d,130,luxury goods,40.896,-78.208
M_ID_02206ff008,80,restaurant/dining,41.747,-72.695
M_ID_02209a5d2d,206,real estate investments,42.272,-71.828
M_ID_0220c0169b,119,insurance,40.449,-79.968
M_ID_02213801d2,198,insurance,41.648,-73.895
M_ID_0221d557af,68,consumer electronics,41.725,-73.896
M_ID_0222387cb8,130,luxury goods,42.61,-73.738
M_ID_0222a17266,9,beauty & personal care,43.184,-71.549
M_ID_0223aa3bf9,818,semiconductors,43.216,-71.587
M_ID_0226a42c8b,557,retail apparel,41.796,-72.631
M_ID_02278fc55d,695,gas,42.265,-71.829
M_ID_0227db6ae9,506,advertising services,40.42,-79.957
M_ID_022b650f8f,198,insurance,41.723,-72.656
M_ID_022df93237,755,internet,41.655,-73.887
M_ID_022e4decde,307,entertainment,41.76,-78.369
M_ID_022f4827fa,422,consumer electronics,41.743,-73.913
M_ID_022f94e5df,157,retail apparel,40.476,-79.995
M_ID_0230c6f509,531,consumer electronics,42.602,-73.773
M_ID_0231545045,705,groceries,42.297,-71.828
M_ID_0231a8b43c,705,groceries,41.719,-72.713
M_ID_023252d72d,319,consumer electronics,41.751,-72.706
M_ID_0232e4c647,298,insurance,41.801,-80.371
M_ID_0236e66357,298,insurance,41.646,-73.953
M_ID_0237b97068,80,restaurant/dining,42.213,-71.825
M_ID_0238b6c365,276,consumer electronics,42.289,-71.769
M_ID_023ae5bff8,560,gas,43.243,-71.53
M_ID_023bce2b8e,307,entertainment,41.656,-73.953
M_ID_023c09d2d4,298,insurance,42.262,-71.765
M_ID_023c4aa148,692,beauty & personal care,42.294,-71.8
M_ID_023c98537d,307,entertainment,43.163,-71.56
M_ID_023f686b1e,130,luxury goods,41.71,-73.882
M_ID_023fac1472,68,consumer electronics,43.213,-71.517
M_ID_0240499cc2,307,entertainment,42.257,-71.758
M_ID_024089070e,414,retail apparel,40.47,-77.376
M_ID_0240ac0cbb,276,consumer electronics,43.181,-71.593
M_ID_02414c1bfa,683,gas,40.435,-80.051
M_ID_02420ea124,206,retail apparel,42.23,-71.83
M_ID_024284f3fb,360,gas,45.894,-69.513
M_ID_0242e7ab89,299,luxury goods,41.763,-72.659
M_ID_0243828843,651,news & journalism,41.785,-72.717
M_ID_0244cf8e40,457,luxury goods,41.761,-72.725
M_ID_0245526c7d,489,carpentry,43.054,-74.571
M_ID_0245eb2470,126,consumer electronics,41.726,-73.924
M_ID_02467cdfde,278,restaurant/dining,41.758,-72.715
M_ID_02472b6b2e,683,gas,43.197,-71.498
M_ID_02473952cb,80,restaurant/dining,42.298,-71.793
M_ID_02487f194e,80,restaurant/dining,42.208,-71.774
M_ID_0248d41bf0,130,luxury goods,42.271,-71.803
M_ID_024930d840,360,gas,41.709,-73.97
M_ID_0249e06490,222,beauty & personal care,43.22,-71.497
M_ID_024a114b3f,557,retail apparel,40.389,-80.046
M_ID_024b2d891c,457,luxury goods,41.676,-73.962
M_ID_024dabc01b,307,entertainment,42.62,-73.795
M_ID_024e05cac8,661,internet,43.222,-71.5
M_ID_024e58ac9c,343,internet,42.226,-71.84
M_ID_024ea6106f,705,groceries,43.226,-71.503
M_ID_024f886b58,108,gas,43.178,-71.514
M_ID_024fac45c1,427,consumer electronics,41.722,-72.681
M_ID_024fb90e85,278,restaurant/dining,41.699,-73.904
M_ID_0252c1914a,544,retail apparel,44.266,-74.605
M_ID_02531be7b4,705,groceries,40.395,-79.989
M_ID_025332e804,278,restaurant/dining,42.682,-73.756
M_ID_025594b2ae,307,entertainment,42.262,-71.845
M_ID_02562c7e69,416,internet,40.455,-80.045
M_ID_0256986776,299,luxury goods,40.44,-79.953
M_ID_02569d6b1e,80,restaurant/dining,40.387,-80.025
M_ID_0257db35d9,130,luxury goods,42.252,-71.84
M_ID_02585206b0,52,semiconductors,43.178,-71.593
M_ID_02599b9d7c,273,health care services,42.263,-71.768
M_ID_025a37e1aa,560,gas,41.797,-72.684
M_ID_025b0a173b,126,consumer electronics,42.605,-73.713
M_ID_025de33ed1,307,entertainment,41.72,-72.71
M_ID_025fbf12e0,299,luxury goods,42.638,-73.796
M_ID_026078098d,560,gas,40.461,-79.952
M_ID_0260c0d720,884,consumer electronics,41.729,-72.712
M_ID_02616e809a,427,consumer electronics,42.21,-71.782
M_ID_0262bf62a0,529,health care services,41.652,-73.963
M_ID_02634ed37e,422,consumer electronics,42.211,-71.828
M_ID_02651362c8,705,groceries,42.271,-71.766
M_ID_0266782927,307,entertainment,42.867,-78.625
M_ID_0268024f24,299,luxury goods,42.284,-71.772
M_ID_026a787ab4,307,entertainment,42.602,-73.744
M_ID_026aea0a47,309,beauty & personal care,41.767,-72.705
M_ID_026dcdacd5,307,entertainment,41.735,-72.67
M_ID_026e3564a0,367,carpentry,42.268,-71.843
M_ID_026eb5470e,705,groceries,40.476,-79.965
M_ID_026fd603d3,319,consumer electronics,41.711,-73.883
M_ID_027049c658,108,gas,41.703,-73.887
M_ID_0270a416c2,661,internet,42.662,-73.779
M_ID_0270c005b3,705,groceries,42.658,-73.764
M_ID_027175ca14,705,groceries,42.301,-71.852
M_ID_0271cfe9e8,836,adult industry,42.299,-71.836
M_ID_0272380a79,842,restaurant/dining,41.729,-73.936
M_ID_0272bad97e,130,luxury goods,41.709,-73.909
M_ID_0272e6e5f0,80,restaurant/dining,40.43,-80.0
M_ID_02746a9c1c,307,entertainment,42.65,-73.76
M_ID_0275c95877,884,consumer electronics,41.773,-72.707
M_ID_027860e1f2,690,biotechnology,42.626,-73.797
M_ID_027955b144,307,entertainment,41.737,-73.939
M_ID_0279ae7f60,195,gas,42.62,-73.759
M_ID_027b9ea17d,40,gym,41.679,-73.973
M_ID_027d24d149,108,gas,43.21,-71.558
M_ID_0283f3de9f,307,entertainment,41.731,-73.95
M_ID_02842670d0,68,consumer electronics,42.225,-71.842
M_ID_0285237771,457,luxury goods,42.624,-73.754
M_ID_0285b21843,796,insurance,41.733,-72.681
M_ID_02860d24e1,108,gas,40.977,-75.291
M_ID_028770ea87,796,insurance,43.176,-71.573
M_ID_0288a492b3,171,liquor,41.721,-72.655
M_ID_028d5c9c2a,416,internet,43.245,-71.576
M_ID_028e0531bc,813,retail apparel,41.682,-73.892
M_ID_028e3b9297,705,groceries,42.661,-73.734
M_ID_028ed063c4,518,consumer electronics,40.447,-79.996
M_ID_028f18f4b7,422,consumer electronics,41.683,-73.932
M_ID_028f7bb789,422,consumer electronics,41.768,-72.653
M_ID_0290228336,480,education services,43.928,-76.505
M_ID_0292088303,763,real estate investments,40.401,-80.009
M_ID_02920b7a95,560,gas,43.176,-71.564
M_ID_02921c2881,367,carpentry,40.429,-80.023
M_ID_0292aeeb56,367,carpentry,41.803,-72.711
M_ID_0293e51f63,278,restaurant/dining,41.738,-72.638
M_ID_02945490d8,276,consumer electronics,42.274,-71.814
M_ID_02947c15a3,108,gas,42.21,-71.857
M_ID_0294b4b6ba,506,advertising services,41.727,-73.951
M_ID_0296256085,457,luxury goods,42.231,-71.847
M_ID_0296a5b078,705,groceries,41.769,-72.633
M_ID_0298e2ecbc,661,internet,41.702,-73.959
M_ID_02991ea862,273,health care services,42.298,-71.854
M_ID_029aec205f,557,retail apparel,40.459,-80.021
M_ID_029b19605c,383,news & journalism,40.405,-79.965
M_ID_029d0832c7,518,consumer electronics,42.274,-71.8
M_ID_029d14607f,63,consumer electronics,40.464,-79.98
M_ID_029e1ab1d6,299,luxury goods,41.717,-72.689
M_ID_029ea47f22,401,luxury goods,41.751,-72.649
M_ID_029f051b54,695,gas,40.481,-79.961
M_ID_029fab446a,360,gas,41.716,-73.941
M_ID_02a14b95f1,422,consumer electronics,40.389,-79.98
M_ID_02a1a26beb,884,consumer electronics,41.646,-73.944
M_ID_02a1c81125,631,tobacco,43.201,-71.572
M_ID_02a2c1e1ce,557,retail apparel,43.238,-71.593
M_ID_02a36fc43b,333,insurance,41.805,-72.728
M_ID_02a3e30d94,560,gas,42.599,-73.754
M_ID_02a4b8bfcc,87,consumer electronics,41.77,-72.68
M_ID_02a5653a09,363,hotel,42.289,-71.767
M_ID_02a79d3110,734,tobacco,47.263,-68.416
M_ID_02a8fd0224,299,luxury goods,41.785,-72.63
M_ID_02a9e95fe4,108,gas,42.213,-71.825
M_ID_02aad41ecb,195,gas,42.226,-71.801
M_ID_02ab9f78d3,437,liquor,41.665,-73.895
M_ID_02abd64a04,307,entertainment,41.463,-79.833
M_ID_02ac642636,299,luxury goods,40.48,-80.045
M_ID_02adab7c62,705,gas,43.235,-71.523
M_ID_02af8fdc64,891,retail apparel,41.739,-72.709
M_ID_02b114865f,842,restaurant/dining,42.598,-73.763
M_ID_02b12af71d,796,insurance,40.401,-79.965
M_ID_02b265ca2e,307,entertainment,42.177,-75.175
M_ID_02b352a486,307,entertainment,41.786,-72.64
M_ID_02b3d2221d,110,retail apparel,40.392,-79.962
M_ID_02b4256db0,195,gas,42.299,-71.459
M_ID_02b5ba94ab,195,gas,41.658,-73.914
M_ID_02b5e4e419,755,internet,40.453,-79.98
M_ID_02b80441e9,560,gas,43.171,-71.577
M_ID_02b808e127,695,gas,42.684,-73.746
M_ID_02b838c389,299,luxury goods,43.161,-71.497
M_ID_02b89ba1dd,222,beauty & personal care,41.72,-72.709
M_ID_02b8a88a04,171,gas,41.786,-72.677
M_ID_02b97fa96b,278,restaurant/dining,41.775,-72.691
M_ID_02bdb021df,705,groceries,41.733,-72.686
M_ID_02bde98e0c,683,gas,42.291,-71.782
M_ID_02be2335fa,342,health care services,40.399,-80.018
M_ID_02bf47e262,705,groceries,41.793,-72.647
M_ID_02c20025db,90,office supplies,42.627,-73.737
M_ID_02c23d9709,702,health care services,43.227,-71.506
M_ID_02c3980d57,360,gas,41.775,-72.72
M_ID_02c5df59fb,457,luxury goods,42.545,-75.193
M_ID_02c6dfefdb,90,groceries,41.777,-72.72
M_ID_02c7e7d5e8,307,entertainment,42.646,-73.72
M_ID_02c8a33e2c,427,consumer electronics,43.19,-71.508
M_ID_02c8bd464d,398,retail apparel,39.523,-79.02
M_ID_02cc585a1b,248,internet,41.674,-73.915
M_ID_02cd394b6f,884,consumer electronics,43.191,-71.591
M_ID_02cd4b3a7a,560,gas,41.754,-72.642
M_ID_02cdcbf4c9,307,entertainment,42.616,-73.801
M_ID_02cdcc11d9,171,gas,43.204,-71.495
M_ID_02d0718813,278,restaurant/dining,40.408,-80.003
M_ID_02d0b31965,299,luxury goods,41.787,-72.645
M_ID_02d3d309b4,222,beauty & personal care,40.419,-80.032
M_ID_02d3eeb80d,171,gas,43.224,-71.56
M_ID_02d5b1ad18,705,groceries,42.239,-71.81
M_ID_02d6dcf040,422,consumer electronics,41.658,-73.9
M_ID_02d8de994b,834,consumer electronics,41.646,-73.879
M_ID_02dc8acd91,755,internet,40.449,-80.039
M_ID_02dc961761,818,semiconductors,43.614,-70.678
M_ID_02dd9ea55d,703,retail apparel,41.726,-72.692
M_ID_02de5f79cb,299,luxury goods,46.788,-68.927
M_ID_02de76885d,195,gas,40.458,-80.048
M_ID_02e0805dfb,278,restaurant/dining,42.639,-73.807
M_ID_02e1e5dec0,884,consumer electronics,41.797,-72.72
M_ID_02e266bbb5,705,groceries,42.289,-71.796
M_ID_02e2a3fe37,108,gas,41.794,-72.718
M_ID_02e2a8731a,248,internet,41.798,-72.634
M_ID_02e4532d5a,834,retail apparel,41.652,-73.956
M_ID_02e47c1934,705,groceries,43.188,-71.579
M_ID_02e53a3d41,401,luxury goods,42.296,-71.787
M_ID_02e636e614,518,consumer electronics,41.756,-72.647
M_ID_02e6a68aab,307,entertainment,40.428,-79.986
M_ID_02e72b2c4f,108,gas,43.196,-71.53
M_ID_02e79c51ea,81,retail apparel,42.674,-73.766
M_ID_02e9a87e62,695,gas,41.677,-73.959
M_ID_02ebcfeea1,437,liquor,42.633,-73.811
M_ID_02ec2e6daa,278,restaurant/dining,42.245,-71.789
M_ID_02ee075dc1,278,restaurant/dining,41.746,-72.692
M_ID_02eeb722f5,560,gas,42.305,-71.834
M_ID_02ef51e047,683,retail apparel,40.392,-80.021
M_ID_02f116cdd2,705,groceries,42.272,-71.85
M_ID_02f12287ca,367,carpentry,42.239,-71.829
M_ID_02f19bae99,367,carpentry,40.44,-80.005
M_ID_02f488e07e,333,insurance,42.3,-71.849
M_ID_02f6369639,443,beauty & personal care,41.721,-73.921
M_ID_02f6430baa,695,gas,41.722,-72.681
M_ID_02f8a0a665,813,retail apparel,42.297,-71.764
M_ID_02f8b708cd,80,restaurant/dining,42.496,-76.963
M_ID_02f9a62034,842,restaurant/dining,42.3,-71.819
M_ID_02fa8d6293,278,restaurant/dining,41.721,-73.901
M_ID_02fac975cb,705,groceries,42.649,-73.801
M_ID_02fc39ef06,307,entertainment,40.412,-80.041
M_ID_02fc9f6217,884,consumer electronics,40.462,-79.953
M_ID_02fcd31504,248,internet,43.158,-71.534
M_ID_02fcf35b65,278,groceries,42.657,-73.748
M_ID_02fd34c2ae,422,consumer electronics,41.676,-73.954
M_ID_02fdc7e71f,80,restaurant/dining,42.286,-71.783
M_ID_0301e71fb0,705,groceries,42.252,-71.819
M_ID_03020b9c79,278,restaurant/dining,42.637,-73.76
M_ID_0302acb5f7,319,consumer electronics,40.472,-79.979
M_ID_030307b67e,278,restaurant/dining,41.715,-72.637
M_ID_0303b8dbde,248,internet,41.802,-72.719
M_ID_0306f22849,385,dental,41.661,-73.935
M_ID_030875cfed,198,insurance,43.191,-71.506
M_ID_0309b2e62c,360,gas,42.515,-77.313
M_ID_030a638ba2,130,luxury goods,41.717,-73.903
M_ID_030abf5069,734,tobacco,41.73,-73.955
M_ID_030d4abd63,360,gas,42.258,-71.795
M_ID_030e9f353a,130,luxury goods,40.465,-79.977
M_ID_030ebb4014,119,insurance,42.284,-71.774
M_ID_03100ec23c,367,carpentry,42.651,-73.772
M_ID_031042b04c,45,hotel,43.225,-71.519
M_ID_0312d1ea6d,278,restaurant/dining,40.404,-80.016
M_ID_03133e70b6,401,luxury goods,40.422,-79.995
M_ID_031392bd42,489,carpentry,43.182,-71.505
M_ID_03139b5490,614,retail apparel,40.417,-79.972
M_ID_0314a2f9a7,307,entertainment,41.718,-72.704
M_ID_0315086ecb,278,restaurant/dining,42.226,-71.777
M_ID_03179278a8,695,gas,40.441,-80.021
M_ID_03188310a7,367,carpentry,42.307,-71.8
M_ID_03194a3906,705,groceries,40.39,-80.02
M_ID_031a1dc184,68,consumer electronics,40.419,-80.051
M_ID_031a28b7ac,278,restaurant/dining,40.629,-76.323
M_ID_031b4d6ca5,307,entertainment,41.81,-72.677
M_ID_031bd5f5ee,299,luxury goods,42.258,-71.808
M_ID_031c2cd841,506,advertising services,43.24,-71.56
M_ID_031cd05967,795,retail apparel,40.457,-79.979
M_ID_031cd36b40,755,internet,41.729,-73.962
M_ID_031d324db5,130,luxury goods,43.154,-71.503
M_ID_031d86786d,705,groceries,40.396,-79.991
M_ID_031da31659,343,internet,43.244,-71.59
M_ID_031e471236,248,internet,41.737,-73.946
M_ID_031e63b31c,683,gas,40.413,-80.015
M_ID_031f863899,416,internet,42.644,-73.724
M_ID_031fac7a24,367,carpentry,42.261,-71.805
M_ID_032111fb98,560,gas,42.298,-71.803
M_ID_0321bf58de,278,restaurant/dining,40.468,-79.975
M_ID_03229dc308,206,biotechnology,40.472,-79.987
M_ID_0323919867,695,gas,41.724,-72.641
M_ID_0323d10373,422,consumer electronics,41.716,-72.727
M_ID_0323f62361,80,restaurant/dining,40.343,-76.075
M_ID_0324dfacd4,823,tobacco,41.772,-72.706
M_ID_03260789de,299,luxury goods,42.613,-73.717
M_ID_03292061ff,705,groceries,42.629,-73.809
M_ID_0329901947,307,entertainment,41.801,-72.694
M_ID_0329f04775,87,consumer electronics,41.701,-73.947
M_ID_032cb7289e,560,gas,42.305,-71.758
M_ID_032cfd19b0,796,insurance,41.723,-73.956
M_ID_032d16f445,580,internet,43.21,-71.51
M_ID_032e7c4e9a,661,internet,42.274,-71.762
M_ID_032edaa80a,307,entertainment,41.492,-72.338
M_ID_032f4b41d9,580,internet,40.078,-76.042
M_ID_0332ad0485,690,biotechnology,41.764,-72.649
M_ID_03331c105f,401,luxury goods,42.685,-73.72
M_ID_03332ccf09,506,advertising services,42.607,-73.8
M_ID_03337274e2,68,consumer electronics,41.675,-73.959
M_ID_0334aa3340,761,health care technology,42.633,-73.721
M_ID_0335721d8e,683,gas,41.769,-72.719
M_ID_033673fe8a,307,entertainment,41.808,-72.658
M_ID_033677be33,683,gas,40.446,-79.986
M_ID_0336f8a86f,705,groceries,43.23,-71.542
M_ID_0336fe3c0d,796,insurance,40.479,-79.999
M_ID_0337351618,692,beauty & personal care,43.193,-71.551
M_ID_03378efcd8,454,magic cards,40.445,-79.996
M_ID_03379a380d,333,insurance,43.258,-76.862
M_ID_033830acbd,278,restaurant/dining,41.787,-72.647
M_ID_033ae0d549,108,gas,42.259,-71.8
M_ID_033b66419f,298,insurance,43.197,-71.546
M_ID_033c0ef461,179,internet,45.752,-69.949
M_ID_033e680e79,80,restaurant/dining,42.618,-73.745
M_ID_033e9c5e90,307,entertainment,42.645,-73.765
M_ID_033ebe1d4c,298,insurance,42.688,-73.75
M_ID_033ec423a9,319,consumer electronics,42.255,-77.574
M_ID_033ed255e6,818,semiconductors,41.7,-73.969
M_ID_033f891ff1,278,restaurant/dining,42.678,-73.726
M_ID_03406ff3f2,401,luxury goods,41.689,-73.917
M_ID_03411334ca,755,internet,42.648,-73.789
M_ID_0341677861,683,gas,43.18,-71.582
M_ID_034186a9ac,172,pharmaceuticals,40.473,-79.967
M_ID_0341be4781,661,internet,42.665,-73.74
M_ID_03442004d9,307,entertainment,40.44,-80.051
M_ID_03443fb88d,278,restaurant/dining,42.666,-73.735
M_ID_0345173539,580,internet,41.708,-73.939
M_ID_03451c87f3,412,hotel,41.532,-79.292
M_ID_03454e561b,451,retail apparel,42.658,-73.809
M_ID_03455d29bf,333,insurance,43.197,-71.581
M_ID_034568e54d,401,luxury goods,43.176,-71.494
M_ID_0346667a0b,690,health care services,42.652,-73.732
M_ID_03468ba992,80,restaurant/dining,42.668,-73.714
M_ID_0346b4c8df,278,restaurant/dining,40.419,-79.966
M_ID_0347bc1838,130,luxury goods,43.227,-71.534
M_ID_034851eada,278,restaurant/dining,43.201,-71.576
M_ID_03488c3967,580,internet,42.26,-71.795
M_ID_03492284d0,130,luxury goods,43.21,-71.55
M_ID_0349aa5619,836,adult industry,42.68,-73.771
M_ID_0349d0028f,195,gas,41.659,-73.934
M_ID_034c1d262a,195,gas,43.229,-71.551
M_ID_034c4a224a,506,gym,40.482,-79.971
M_ID_034ca04318,171,gas,42.277,-71.831
M_ID_034e5bb1e4,401,luxury goods,40.405,-79.959
M_ID_035012167e,884,consumer electronics,40.485,-79.975
M_ID_03503cea58,80,restaurant/dining,41.801,-72.723
M_ID_035099695b,320,health care services,42.246,-71.824
M_ID_03537a1207,422,consumer electronics,42.668,-73.774
M_ID_03543ef18d,705,groceries,43.154,-71.588
M_ID_0354763869,248,internet,41.968,-72.141
M_ID_03557bb5b3,884,consumer electronics,41.713,-72.63
M_ID_03558b20e5,661,internet,40.405,-80.048
M_ID_0355e5d0e3,560,gas,43.252,-71.591
M_ID_0358193ba2,683,gas,42.208,-71.78
M_ID_03581c6e02,690,biotechnology,41.77,-72.647
M_ID_035841f639,307,entertainment,42.215,-71.808
M_ID_03594fefea,884,consumer electronics,40.474,-80.013
M_ID_035987ad5c,198,insurance,43.61,-77.725
