internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_095258fdb0,2021-01,travel,42.209,-71.772,510,93
C_ID_0959f27e7e,2021-01,travel,42.268,-71.818,673,34
C_ID_095df4081a,2020-07,cash_back,42.238,-71.775,519,38
C_ID_0961fa977a,2021-07,cash_back,43.251,-71.575,341,37
C_ID_09657a9400,2021-03,dining_entertainment,41.693,-73.905,477,21
C_ID_0968ec0097,2020-05,cash_back,41.803,-72.676,627,34
C_ID_0974e41fd1,2021-09,cash_back,41.8,-72.685,430,80
C_ID_097a7d4f29,2021-10,dining_entertainment,40.436,-79.971,412,54
C_ID_0980a1b270,2020-12,cash_back,41.79,-72.635,679,45
C_ID_0987ee407c,2018-07,travel,43.159,-71.583,614,21
C_ID_098b02f2f0,2021-12,dining_entertainment,40.394,-80.017,321,38
C_ID_0990c27730,2021-09,dining_entertainment,41.707,-73.952,635,45
C_ID_0993913f9e,2021-07,cash_back,42.682,-73.795,530,82
C_ID_09991bba13,2021-03,cash_back,43.237,-71.588,790,20
C_ID_09a19dab8e,2021-10,cash_back,43.193,-71.519,378,23
C_ID_09aaf0cbfb,2021-10,travel,42.244,-71.783,830,39
C_ID_09b11f9c8c,2020-08,dining_entertainment,44.243,-71.423,663,31
C_ID_09b8bb7cc8,2020-11,cash_back,42.656,-73.787,387,91
C_ID_09bc52ea18,2020-08,cash_back,43.233,-71.573,534,67
C_ID_09bf2993ab,2021-09,cash_back,42.303,-71.819,716,32
C_ID_09cc104732,2021-06,cash_back,42.662,-73.714,709,35
C_ID_09d2b19149,2020-12,dining_entertainment,43.241,-71.566,845,20
C_ID_09dbd0d1f1,2019-01,cash_back,43.165,-71.593,519,40
C_ID_09dfaf4a4d,2020-12,dining_entertainment,40.454,-79.974,419,31
C_ID_09e4153b6f,2021-08,travel,41.702,-73.968,563,92
C_ID_09ea9c0d1e,2020-11,cash_back,42.671,-73.747,698,87
C_ID_09f1341b22,2021-08,cash_back,41.729,-72.706,314,57
C_ID_09f5691293,2019-11,cash_back,42.247,-71.762,779,53
C_ID_09f7ea8137,2021-06,cash_back,41.732,-72.703,795,34
C_ID_0a042071b5,2021-11,cash_back,41.802,-72.717,611,38
C_ID_0a07546593,2021-04,cash_back,41.714,-73.966,848,54
C_ID_0a0c36946e,2019-07,cash_back,43.232,-71.555,732,40
C_ID_0a13926e8b,2021-02,cash_back,43.167,-71.532,442,40
C_ID_0a1ce2458e,2020-12,travel,41.767,-72.728,646,44
C_ID_0a2099a9d6,2021-12,cash_back,42.628,-73.811,436,82
C_ID_0a2722f092,2020-12,dining_entertainment,42.303,-71.764,334,50
C_ID_0a2e97ecb9,2021-03,dining_entertainment,40.466,-80.035,525,53
C_ID_0a31377648,2021-06,cash_back,40.454,-80.015,738,31
C_ID_0a35ffd4e1,2020-05,cash_back,40.398,-80.015,730,96
C_ID_0a39070d69,2020-11,cash_back,42.651,-73.788,393,48
C_ID_0a3ed46ed0,2021-12,cash_back,42.653,-73.778,653,23
C_ID_0a402dfc23,2020-10,cash_back,43.231,-71.526,784,94
C_ID_0a42f12870,2021-12,cash_back,42.218,-71.807,335,68
C_ID_0a4728531c,2020-09,cash_back,42.287,-71.848,775,30
C_ID_0a49c64f89,2021-05,dining_entertainment,42.224,-71.782,316,43
C_ID_0a4ebffaab,2021-12,cash_back,43.195,-71.58,313,42
C_ID_0a5661e599,2020-03,travel,40.408,-79.96,435,45
C_ID_0a5c72594e,2021-09,cash_back,40.457,-80.05,729,20
C_ID_0a6085287b,2017-10,dining_entertainment,40.446,-80.051,419,86
C_ID_0a6587413a,2020-07,cash_back,41.713,-72.643,805,45
C_ID_0a6b64bba5,2021-10,travel,41.756,-72.63,335,60
C_ID_0a6e5cfe7a,2021-09,cash_back,41.695,-73.89,591,45
C_ID_0a79238fce,2020-10,dining_entertainment,41.771,-72.725,750,51
C_ID_0a7ac2392f,2021-10,dining_entertainment,41.673,-73.884,735,37
C_ID_0a814925fd,2021-07,travel,41.752,-72.676,547,68
C_ID_0a8700aba0,2021-11,cash_back,43.158,-71.556,676,64
C_ID_0a90f550d1,2021-01,cash_back,42.263,-71.82,447,23
C_ID_0a9915a100,2020-09,cash_back,43.233,-71.576,687,37
C_ID_0aa773c2a0,2021-06,cash_back,42.649,-73.771,536,27
C_ID_0aab248c62,2021-07,cash_back,42.281,-71.761,798,36
C_ID_0ab080c191,2021-07,dining_entertainment,40.39,-80.024,675,83
C_ID_0ab7a86ac0,2021-05,cash_back,42.696,-73.77,738,49
C_ID_0abb4c2660,2021-12,cash_back,39.298,-77.458,457,33
C_ID_0ac429b868,2021-06,cash_back,40.445,-80.05,327,32
C_ID_0ac95b6ec8,2020-12,travel,41.805,-72.727,794,79
C_ID_0ad4271809,2020-05,dining_entertainment,40.399,-80.011,812,23
C_ID_0adce9cf55,2019-02,travel,41.691,-73.946,641,95
C_ID_0ae512b50b,2021-01,cash_back,42.229,-71.779,407,38
C_ID_0af0da2dba,2021-11,dining_entertainment,43.189,-71.525,477,68
C_ID_0af66c413b,2020-09,travel,43.195,-71.495,435,70
C_ID_0afb8db8cb,2021-05,travel,41.757,-72.708,822,88
C_ID_0b0458ef42,2021-11,cash_back,42.252,-71.835,706,67
C_ID_0b06646b65,2020-11,dining_entertainment,41.742,-73.954,331,32
C_ID_0b09a2326a,2021-10,cash_back,43.214,-71.529,439,79
C_ID_0b0d767f4d,2020-09,travel,41.786,-72.719,482,19
C_ID_0b12464a63,2021-04,cash_back,43.228,-71.552,794,28
C_ID_0b18c49a3f,2020-12,cash_back,41.802,-72.693,424,46
C_ID_0b1a993e96,2021-06,dining_entertainment,39.459,-79.479,484,43
C_ID_0b21961496,2021-10,travel,42.648,-73.716,537,88
C_ID_0b2377bbe2,2021-01,travel,40.427,-80.007,777,45
C_ID_0b291a9165,2021-01,cash_back,42.278,-71.783,836,47
C_ID_0b2d4dc1cd,2021-08,cash_back,41.659,-73.916,463,49
C_ID_0b31d2061a,2021-05,cash_back,40.39,-80.023,534,32
C_ID_0b3626310b,2021-09,cash_back,41.691,-73.943,662,68
C_ID_0b3dc40bca,2019-09,cash_back,41.73,-73.92,517,90
C_ID_0b412d248f,2020-11,travel,41.657,-73.906,430,84
C_ID_0b4b3987d2,2020-07,dining_entertainment,42.688,-73.753,477,62
C_ID_0b56a9f0ed,2019-07,cash_back,46.805,-68.601,811,36
C_ID_0b5fbb487a,2021-10,cash_back,42.287,-71.778,842,50
C_ID_0b631d52e4,2021-11,dining_entertainment,42.306,-71.769,417,88
C_ID_0b6c009f50,2021-09,travel,43.164,-71.51,462,33
C_ID_0b7c923948,2021-01,cash_back,43.245,-71.501,675,25
C_ID_0b7f6859cd,2020-06,dining_entertainment,42.651,-73.748,540,73
C_ID_0b83b2c2b7,2021-04,dining_entertainment,42.667,-73.796,432,24
C_ID_0b8c479b6f,2020-12,cash_back,41.77,-72.705,772,33
C_ID_0b932672f7,2020-10,cash_back,40.442,-80.045,594,48
C_ID_0b9c3ae846,2020-09,travel,43.219,-71.562,501,82
C_ID_0ba4ae8ca5,2020-08,cash_back,42.282,-71.776,354,31
C_ID_0bb2bdab48,2021-11,travel,41.797,-72.642,669,91
C_ID_0bb5da524b,2021-11,cash_back,41.732,-72.658,573,67
C_ID_0bbf323a6a,2021-12,cash_back,43.177,-71.526,786,34
C_ID_0bc4c9484a,2021-04,dining_entertainment,42.608,-73.756,533,31
C_ID_0bc8518ebc,2021-10,travel,40.464,-80.021,636,93
C_ID_0bcfb3b47b,2020-07,cash_back,41.747,-72.681,375,59
C_ID_0bd42fd32a,2021-10,dining_entertainment,42.224,-71.782,620,88
C_ID_0bdab86eaf,2018-10,travel,40.428,-79.981,345,33
C_ID_0bdf493f5a,2021-10,cash_back,42.23,-71.825,658,80
C_ID_0be3fb41d2,2021-06,cash_back,40.405,-79.964,811,44
C_ID_0beb4c9190,2021-06,cash_back,41.725,-72.689,378,18
C_ID_0bee18bafc,2020-07,cash_back,42.213,-71.77,848,67
C_ID_0bf2aad0ab,2021-04,cash_back,41.775,-72.633,826,97
C_ID_0bfaef04a2,2020-06,dining_entertainment,43.326,-71.545,649,74
C_ID_0c014d24d0,2020-11,dining_entertainment,42.233,-71.818,716,83
C_ID_0c03551bdd,2019-12,dining_entertainment,41.73,-72.659,828,60
C_ID_0c08863866,2020-11,cash_back,42.648,-73.793,337,55
C_ID_0c0beec0f2,2021-01,dining_entertainment,45.2,-70.495,359,72
C_ID_0c11db038d,2019-11,dining_entertainment,42.632,-73.78,576,22
C_ID_0c16cb8519,2020-07,dining_entertainment,42.691,-73.805,378,27
C_ID_0c1d25ea31,2020-06,cash_back,43.228,-71.571,437,49
C_ID_0c24ae4e56,2019-04,cash_back,42.257,-71.825,435,58
C_ID_0c26aa133a,2021-02,cash_back,42.667,-73.765,779,68
C_ID_0c2ec05cc4,2020-12,travel,41.738,-73.884,336,26
C_ID_0c33b8a6a0,2021-06,cash_back,41.7,-73.928,589,26
C_ID_0c374bec4e,2021-09,cash_back,41.703,-73.964,813,41
C_ID_0c3b161a1e,2021-10,cash_back,41.785,-72.678,560,23
C_ID_0c40561094,2021-08,travel,42.598,-73.763,677,54
C_ID_0c4ad075b2,2020-01,dining_entertainment,43.171,-71.55,373,66
C_ID_0c564888c9,2020-11,travel,42.291,-71.845,580,50
C_ID_0c5a3f6241,2021-01,travel,42.274,-71.839,778,33
C_ID_0c612893d5,2018-11,cash_back,41.728,-72.704,374,83
C_ID_0c63b896f6,2021-01,dining_entertainment,42.563,-76.76,802,37
C_ID_0c67300985,2021-09,travel,41.708,-73.936,751,22
C_ID_0c6b197102,2020-07,cash_back,42.614,-73.717,744,32
C_ID_0c70addbd5,2016-12,cash_back,42.609,-73.784,730,36
C_ID_0c73c7acb1,2021-09,cash_back,40.447,-79.981,706,55
C_ID_0c7a662fe2,2020-04,cash_back,42.238,-71.777,788,64
C_ID_0c87b21c50,2021-04,cash_back,40.474,-80.009,682,39
C_ID_0c8d42d18e,2021-07,dining_entertainment,43.165,-71.544,690,31
C_ID_0c966eba7e,2021-12,travel,42.688,-73.712,591,91
C_ID_0c99f41f2d,2021-07,cash_back,42.679,-73.732,400,79
C_ID_0ca2a379ea,2021-09,cash_back,43.156,-71.511,476,28
C_ID_0ca57618f8,2020-08,dining_entertainment,43.182,-71.53,439,39
C_ID_0cadb25edc,2020-05,cash_back,43.211,-71.576,487,94
C_ID_0cb9e399cd,2020-07,cash_back,42.27,-71.854,578,33
C_ID_0cbed73ebd,2021-09,cash_back,41.762,-72.652,406,48
C_ID_0cc8621106,2021-09,cash_back,40.449,-80.049,302,59
C_ID_0cd2622c68,2021-12,travel,42.224,-71.777,356,99
C_ID_0cdaac6102,2021-07,travel,40.459,-79.959,803,64
C_ID_0ce04eb492,2021-02,cash_back,43.186,-71.533,675,26
C_ID_0ce27a4ae2,2021-02,cash_back,41.754,-72.651,307,25
C_ID_0ce8a1a4ac,2021-09,dining_entertainment,43.173,-71.494,684,69
C_ID_0cf5bd31c7,2021-03,cash_back,40.403,-80.046,558,83
C_ID_0cfa0260b6,2021-12,cash_back,42.619,-73.768,399,35
C_ID_0d05658135,2021-12,dining_entertainment,41.788,-76.821,538,76
C_ID_0d099e975c,2019-03,dining_entertainment,40.431,-80.003,371,62
C_ID_0d0bcfc397,2021-07,cash_back,41.802,-72.65,755,37
C_ID_0d10188b8a,2019-12,cash_back,41.677,-73.938,796,24
C_ID_0d15ea2b3a,2021-03,cash_back,43.205,-71.539,523,27
C_ID_0d1bbc18b0,2020-12,cash_back,42.649,-73.728,762,27
C_ID_0d220f8f38,2020-06,cash_back,42.641,-73.77,716,19
C_ID_0d268e6db2,2021-10,cash_back,43.242,-71.526,848,28
C_ID_0d29968bb5,2020-12,cash_back,43.21,-71.57,478,85
C_ID_0d2f5a0f03,2021-05,dining_entertainment,40.014,-76.912,805,32
C_ID_0d3803e6f8,2021-09,travel,43.234,-71.579,712,26
C_ID_0d3bdd9bc7,2021-05,cash_back,40.46,-79.986,441,93
C_ID_0d3d8275f6,2020-09,dining_entertainment,41.72,-73.974,791,56
C_ID_0d440177c9,2021-04,travel,41.746,-72.633,340,68
C_ID_0d521d52b4,2020-12,travel,44.31,-70.642,545,67
C_ID_0d56599c3f,2020-03,cash_back,42.29,-71.857,367,39
C_ID_0d62881f08,2021-10,cash_back,40.484,-80.005,746,26
C_ID_0d6a81d31f,2019-04,cash_back,42.613,-73.743,780,21
C_ID_0d6d509594,2021-10,dining_entertainment,40.466,-79.953,530,57
C_ID_0d7124d89e,2021-10,travel,41.69,-73.88,675,23
C_ID_0d76cab917,2020-07,cash_back,40.476,-80.036,526,25
C_ID_0d7846fb3e,2021-05,dining_entertainment,42.253,-73.101,329,38
C_ID_0d7d2d9b25,2021-09,travel,42.229,-71.789,826,33
C_ID_0d83ca4d0b,2020-07,cash_back,41.81,-72.692,346,25
C_ID_0d8988046c,2020-07,cash_back,41.701,-73.883,606,88
C_ID_0d8eae3ca4,2021-08,travel,41.716,-73.929,702,52
C_ID_0d97638ad9,2021-04,cash_back,41.743,-73.973,629,50
C_ID_0d99b23d42,2021-09,cash_back,45.25,-68.315,820,34
C_ID_0da22608a0,2021-06,travel,42.264,-71.809,775,18
C_ID_0dac8e3b63,2021-11,cash_back,42.217,-71.792,304,78
C_ID_0db23c2d5f,2021-03,dining_entertainment,41.646,-73.961,495,32
C_ID_0db6a89d58,2021-10,dining_entertainment,41.744,-73.932,487,19
C_ID_0dbfc65bef,2020-08,travel,41.706,-73.885,694,48
C_ID_0dc5324994,2020-10,travel,42.232,-71.821,769,55
C_ID_0dc8e10c5c,2020-06,dining_entertainment,42.226,-71.79,660,46
C_ID_0dd3f06a99,2021-08,cash_back,42.604,-73.771,337,37
C_ID_0dd8888a20,2020-04,travel,43.249,-71.555,323,28
C_ID_0de1f3a869,2021-06,cash_back,42.621,-73.727,348,26
C_ID_0de59f5b8c,2021-12,cash_back,42.626,-73.79,609,39
C_ID_0ded5e000d,2021-03,cash_back,43.249,-71.561,398,44
C_ID_0df00c3de5,2020-12,cash_back,41.765,-72.701,312,32
C_ID_0dfcc11a2d,2021-08,cash_back,43.194,-71.541,426,26
C_ID_0e018caf73,2021-01,cash_back,41.696,-73.899,838,53
C_ID_0e04880b40,2019-05,cash_back,43.208,-71.521,513,23
C_ID_0e08a6f66b,2021-06,cash_back,40.428,-79.985,457,46
C_ID_0e0c75039e,2021-07,dining_entertainment,41.764,-72.718,410,19
C_ID_0e1563c24b,2019-10,cash_back,42.22,-71.828,610,26
C_ID_0e17271c72,2020-11,cash_back,43.234,-71.554,311,27
C_ID_0e1c734248,2021-08,dining_entertainment,43.213,-71.527,371,98
C_ID_0e211f1ffe,2021-10,cash_back,39.053,-77.107,594,25
C_ID_0e234fd83e,2021-06,dining_entertainment,40.397,-79.993,437,71
C_ID_0e26b8fb28,2021-04,dining_entertainment,43.161,-71.589,475,34
C_ID_0e320d7067,2019-07,cash_back,40.46,-79.997,477,39
C_ID_0e364d29e9,2021-06,dining_entertainment,40.386,-79.966,828,19
C_ID_0e3f509f2b,2021-07,cash_back,42.656,-73.767,774,39
C_ID_0e450cb5ac,2021-08,travel,41.711,-73.955,551,51
C_ID_0e475222c9,2020-03,dining_entertainment,44.033,-75.239,300,36
C_ID_0e4f3ffb1e,2021-11,dining_entertainment,40.404,-80.02,666,82
C_ID_0e550af677,2020-07,travel,41.73,-72.721,839,24
C_ID_0e5695eb2f,2021-07,cash_back,42.281,-71.768,835,22
C_ID_0e5b65b4db,2021-09,travel,42.69,-73.777,776,54
C_ID_0e60f8813a,2021-04,travel,40.419,-80.017,401,33
C_ID_0e669ccfe5,2020-10,cash_back,41.767,-72.685,302,59
C_ID_0e6be1ae61,2021-10,dining_entertainment,42.237,-71.837,619,35
C_ID_0e6ecc38b3,2021-10,cash_back,41.72,-73.938,482,75
C_ID_0e7117b706,2021-11,cash_back,42.627,-73.803,719,80
C_ID_0e73685d14,2021-10,dining_entertainment,40.484,-80.015,671,75
C_ID_0e795f12e0,2021-07,travel,42.678,-73.776,726,37
C_ID_0e7ca63f30,2021-10,cash_back,42.233,-79.516,607,35
C_ID_0e887e82db,2021-03,cash_back,42.629,-73.767,375,31
C_ID_0e8cb3416c,2019-04,cash_back,41.706,-73.974,838,21
C_ID_0e9346d715,2020-07,dining_entertainment,42.673,-73.713,539,33
C_ID_0e9878c992,2021-08,cash_back,42.643,-73.74,769,18
C_ID_0e9c921730,2020-11,cash_back,41.728,-72.66,584,73
C_ID_0e9f3c5cfd,2019-02,travel,42.307,-71.842,355,73
C_ID_0ea1c44341,2020-11,cash_back,39.752,-79.632,610,39
C_ID_0ea427f577,2021-04,cash_back,42.264,-71.818,729,54
C_ID_0eab57adf2,2020-10,cash_back,43.242,-71.555,376,59
C_ID_0eb1c5cc85,2021-12,travel,41.713,-73.884,617,38
C_ID_0eb84e44e4,2021-10,cash_back,43.177,-71.554,779,96
C_ID_0ebe4d8d51,2021-07,travel,40.43,-79.98,765,65
C_ID_0ec982a949,2020-12,dining_entertainment,42.626,-73.776,805,30
C_ID_0ed2c7e3df,2021-01,cash_back,43.198,-71.56,357,48
C_ID_0ed9f3caf9,2019-05,cash_back,42.276,-71.855,384,70
C_ID_0edc60c978,2021-07,dining_entertainment,42.235,-73.862,776,32
C_ID_0ee2ff1350,2021-02,cash_back,41.749,-72.634,839,49
C_ID_0eecf47eb7,2019-12,cash_back,41.767,-72.71,609,39
C_ID_0ef50eefed,2021-07,travel,43.221,-71.545,791,63
C_ID_0efb167668,2020-05,cash_back,40.425,-80.004,553,86
C_ID_0f000443c7,2021-02,cash_back,42.243,-71.805,566,73
C_ID_0f0550df4c,2021-12,cash_back,39.637,-77.712,419,25
C_ID_0f0ad22509,2021-08,cash_back,40.464,-79.996,559,43
C_ID_0f0f9c96b7,2019-03,cash_back,40.387,-80.034,302,23
C_ID_0f1552c627,2021-08,cash_back,42.21,-71.792,682,25
C_ID_0f19ab4384,2021-09,cash_back,41.697,-73.905,677,40
C_ID_0f1d25d37e,2021-08,cash_back,42.226,-71.795,732,32
C_ID_0f24a4d0a7,2021-08,cash_back,42.265,-71.808,751,51
C_ID_0f278fd7b5,2021-11,dining_entertainment,41.744,-72.646,377,26
C_ID_0f29f5da53,2021-07,travel,41.689,-73.951,624,83
C_ID_0f2e661de0,2020-05,dining_entertainment,42.229,-71.762,306,30
C_ID_0f312c48d3,2021-07,cash_back,40.439,-79.98,803,86
C_ID_0f355d38f8,2021-08,cash_back,40.394,-80.032,661,58
C_ID_0f39970ad2,2021-11,cash_back,43.175,-71.58,732,93
C_ID_0f3d752613,2021-07,cash_back,42.66,-73.791,826,20
C_ID_0f4d3942ed,2020-11,travel,43.25,-71.51,379,50
C_ID_0f534c062e,2021-01,cash_back,40.408,-79.964,437,54
C_ID_0f5e389b1d,2020-12,cash_back,40.423,-79.994,634,68
C_ID_0f68a86242,2021-05,cash_back,42.619,-73.73,309,62
C_ID_0f6e253fbb,2021-10,cash_back,43.159,-71.514,438,50
C_ID_0f7630ef60,2020-07,cash_back,42.217,-71.848,653,68
C_ID_0f7d414f97,2021-04,cash_back,41.758,-72.727,834,24
C_ID_0f821d25d6,2021-08,cash_back,41.725,-73.945,675,20
C_ID_0f8794352a,2019-03,cash_back,43.216,-71.558,500,29
C_ID_0f8bc508f5,2020-01,cash_back,41.714,-73.887,421,67
C_ID_0f918931c9,2021-08,cash_back,40.48,-80.029,645,59
C_ID_0f988a1093,2020-06,cash_back,42.601,-73.741,614,30
C_ID_0f9f419f63,2019-12,dining_entertainment,41.751,-72.715,637,84
C_ID_0fa32143a4,2021-03,travel,42.693,-73.716,732,74
C_ID_0fa85b1c16,2021-10,cash_back,40.399,-80.04,340,40
C_ID_0faaa5d0b8,2021-11,travel,42.296,-71.775,595,46
C_ID_0fb04bfb3a,2021-08,cash_back,41.725,-73.972,407,44
C_ID_0fc0604ea6,2021-11,dining_entertainment,43.196,-71.554,422,25
C_ID_0fc3401e87,2020-12,cash_back,41.762,-72.657,389,43
C_ID_0fc51036f4,2021-02,cash_back,40.455,-80.031,787,35
C_ID_0fc807968a,2021-05,cash_back,40.458,-80.046,398,39
C_ID_0fcdc543b8,2021-01,cash_back,43.553,-74.722,368,32
C_ID_0fd6d0e983,2021-09,dining_entertainment,41.859,-72.953,592,46
C_ID_0fdec72f3c,2021-07,travel,42.618,-73.78,456,18
C_ID_0fe3cddc49,2020-07,cash_back,42.27,-71.813,587,53
C_ID_0fe81b9dc5,2021-08,cash_back,44.822,-73.755,465,40
C_ID_0fefc35db8,2020-08,cash_back,40.425,-79.982,739,75
C_ID_0ff80d1c27,2021-11,travel,40.424,-80.037,798,21
C_ID_0ffda80e60,2019-10,dining_entertainment,41.745,-72.636,535,37
C_ID_100718efc4,2021-06,cash_back,41.75,-72.718,694,36
C_ID_100ed3f459,2021-08,dining_entertainment,41.74,-73.951,422,58
C_ID_1013e10225,2019-03,cash_back,41.71,-73.952,798,55
C_ID_101cbd6f83,2021-05,dining_entertainment,40.66,-73.928,534,49
C_ID_102579290c,2019-11,cash_back,41.706,-73.971,484,76
C_ID_10298155c1,2021-12,cash_back,42.267,-71.795,481,39
C_ID_10305d040d,2021-11,travel,42.229,-71.857,668,36
C_ID_10338f3805,2019-09,travel,43.164,-71.521,553,67
C_ID_10378d45a9,2020-12,dining_entertainment,42.288,-71.805,519,18
C_ID_103dce0816,2019-12,travel,43.373,-70.818,707,43
C_ID_1043183181,2021-10,travel,42.599,-73.723,761,34
C_ID_104a6fd0bd,2021-07,cash_back,41.647,-73.898,792,31
C_ID_105729270d,2020-12,cash_back,42.615,-73.76,685,65
C_ID_105f66e31e,2018-10,cash_back,42.286,-71.837,550,29
C_ID_10722e3a43,2021-03,dining_entertainment,42.254,-71.824,730,36
C_ID_1076abe226,2021-12,travel,41.767,-72.693,315,43
C_ID_10815b92bf,2021-02,cash_back,40.406,-80.029,539,28
C_ID_1089f87df9,2021-08,dining_entertainment,40.484,-79.956,725,31
C_ID_109170096e,2020-07,travel,42.686,-73.79,514,65
C_ID_10976bfaf7,2020-03,cash_back,43.227,-71.591,457,73
C_ID_109bbc82b4,2020-08,travel,42.215,-71.852,711,33
C_ID_10a017701d,2021-12,cash_back,41.717,-73.901,349,19
C_ID_10a5de5af9,2021-10,cash_back,41.665,-73.963,794,24
C_ID_10a7fadca7,2021-02,cash_back,40.44,-79.984,424,65
C_ID_10b00d1c65,2021-11,travel,43.197,-71.519,498,30
C_ID_10b2929df6,2019-11,dining_entertainment,42.664,-73.734,548,28
C_ID_10b58fc37f,2021-03,cash_back,42.608,-73.803,747,92
C_ID_10c2e18b38,2021-01,dining_entertainment,41.756,-72.695,653,84
C_ID_10c6b34db2,2021-06,dining_entertainment,40.424,-80.045,391,28
C_ID_10cc144abf,2021-09,cash_back,42.689,-73.752,747,69
C_ID_10d0f7df39,2020-04,cash_back,41.672,-73.918,407,45
C_ID_10df245054,2020-12,cash_back,42.62,-73.762,725,24
C_ID_10e360a94f,2021-12,cash_back,44.05,-74.458,767,33
C_ID_10e9f10307,2020-08,cash_back,42.259,-71.768,721,97
C_ID_10f143d453,2021-07,cash_back,40.459,-79.987,709,64
C_ID_10f563e2f8,2019-08,travel,41.686,-73.96,310,28
C_ID_10f7703f95,2020-12,cash_back,42.602,-73.802,492,25
C_ID_10fdc82724,2021-11,dining_entertainment,39.849,-76.56,766,80
C_ID_1103369dca,2019-07,cash_back,41.794,-72.688,381,28
C_ID_110e5086ee,2021-09,travel,43.157,-71.514,541,98
C_ID_11135436c7,2021-11,travel,42.677,-73.749,449,21
C_ID_111b4ffb15,2020-07,cash_back,42.244,-71.827,397,100
C_ID_1125692987,2021-12,dining_entertainment,41.7,-73.895,330,44
C_ID_112812ee2d,2021-10,cash_back,41.721,-73.925,806,90
C_ID_112b095020,2019-07,cash_back,42.297,-71.833,834,40
C_ID_112edf26ba,2021-05,dining_entertainment,41.796,-72.69,325,19
C_ID_11397b09f9,2021-09,cash_back,41.751,-72.712,338,26
C_ID_114655f375,2021-10,travel,42.626,-73.811,592,38
C_ID_114f7244b9,2021-11,travel,41.751,-72.714,385,69
C_ID_11556e6c1f,2021-12,dining_entertainment,42.603,-73.81,800,46
C_ID_115f726050,2021-09,cash_back,43.172,-71.577,755,36
C_ID_1167f0af54,2019-08,dining_entertainment,42.631,-73.72,362,52
C_ID_1170a4101e,2018-10,dining_entertainment,41.803,-72.714,631,67
C_ID_117493cffb,2021-04,cash_back,43.212,-71.566,438,100
C_ID_117965dfce,2021-08,cash_back,42.616,-73.799,417,50
C_ID_117d90c4ce,2020-08,dining_entertainment,40.451,-80.04,310,47
C_ID_11863384de,2021-12,travel,40.406,-79.987,781,26
C_ID_118871f50d,2021-05,cash_back,40.454,-79.957,727,66
C_ID_118a73a84e,2021-09,dining_entertainment,41.693,-73.956,721,31
C_ID_118f6f6f78,2021-05,cash_back,41.321,-74.229,317,21
C_ID_1195072e4e,2021-08,cash_back,40.392,-79.995,599,97
C_ID_119cddee73,2020-08,cash_back,40.46,-80.017,574,30
C_ID_11a8ca52c5,2021-04,travel,43.054,-74.571,748,42
C_ID_11b1890ee0,2021-12,cash_back,42.211,-71.785,584,64
C_ID_11b6d53186,2021-09,travel,42.657,-73.772,644,35
C_ID_11b846d6e3,2021-08,cash_back,42.291,-71.839,762,44
C_ID_11c2b63221,2020-06,cash_back,43.178,-71.514,392,86
C_ID_11c6329480,2020-02,dining_entertainment,43.245,-71.546,688,40
C_ID_11cf100281,2020-11,dining_entertainment,41.688,-73.974,419,37
C_ID_11d6756420,2021-12,cash_back,40.429,-80.017,836,64
C_ID_11dd41bf3a,2020-01,travel,45.642,-70.117,777,53
C_ID_11e115a00f,2021-09,cash_back,40.428,-80.007,798,47
C_ID_11e607d531,2021-11,cash_back,41.731,-73.883,615,27
C_ID_11ebb5c7f4,2021-12,cash_back,41.808,-72.684,796,33
C_ID_11f08b39d7,2021-03,dining_entertainment,39.94,-75.874,846,39
C_ID_11f48f4b66,2021-10,cash_back,41.658,-73.942,399,40
C_ID_11fa2b51b4,2021-07,dining_entertainment,41.791,-72.683,319,36
C_ID_11fc79a5e3,2021-09,cash_back,43.211,-71.587,348,51
C_ID_12061012be,2021-07,cash_back,41.645,-73.911,410,51
C_ID_1209149295,2021-07,cash_back,42.663,-73.766,737,26
C_ID_120ba0fc15,2020-06,travel,43.185,-71.536,315,46
C_ID_1214ce9303,2021-04,travel,41.752,-77.659,739,23
C_ID_121710511f,2021-09,dining_entertainment,40.417,-79.996,846,75
C_ID_122031c4d4,2020-10,cash_back,43.221,-71.507,361,49
C_ID_12238281c4,2020-11,cash_back,42.237,-71.773,607,89
C_ID_12257e9ba8,2021-06,dining_entertainment,41.703,-73.921,844,61
C_ID_122875d3a6,2021-09,cash_back,43.193,-71.51,849,56
C_ID_122e01a2f0,2020-11,cash_back,43.467,-76.704,567,95
C_ID_1230abb0b8,2019-08,cash_back,41.679,-73.9,605,49
C_ID_12339aa81a,2021-02,travel,45.957,-69.3,635,45
C_ID_12acb0f63e,2020-03,cash_back,41.767,-72.653,369,47
C_ID_1247c6bd36,2021-07,cash_back,42.684,-73.795,414,86
C_ID_124d9a08df,2020-04,cash_back,42.601,-73.712,816,82
C_ID_1252358a4b,2020-03,cash_back,42.242,-71.765,713,23
C_ID_12586a00be,2021-12,cash_back,40.483,-79.955,396,36
C_ID_125ba918aa,2021-08,cash_back,43.208,-71.55,417,66
C_ID_1262b83d3d,2020-01,travel,43.191,-71.547,368,67
C_ID_12683de998,2020-12,cash_back,40.428,-79.985,535,65
C_ID_126d07b476,2021-06,dining_entertainment,41.781,-72.664,510,58
C_ID_126fa27e29,2021-12,cash_back,43.193,-71.494,578,62
